,sample_id,pdb_id,protein_path,ligand_path
20,1nj5,1nj5,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1nj5/1nj5_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1nj5/1nj5_ligand.sdf
21,5wei,5wei,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5wei/5wei_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5wei/5wei_ligand.sdf
22,3l7d,3l7d,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3l7d/3l7d_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3l7d/3l7d_ligand.sdf
23,4v04,4v04,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4v04/4v04_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4v04/4v04_ligand.sdf
24,4qmz,4qmz,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4qmz/4qmz_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4qmz/4qmz_ligand.sdf
25,6f3e,6f3e,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6f3e/6f3e_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6f3e/6f3e_ligand.sdf
26,3vby,3vby,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3vby/3vby_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3vby/3vby_ligand.sdf
27,4b7q,4b7q,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4b7q/4b7q_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4b7q/4b7q_ligand.sdf
28,6qme,6qme,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6qme/6qme_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6qme/6qme_ligand.sdf
29,1ft7,1ft7,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1ft7/1ft7_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1ft7/1ft7_ligand.sdf
30,2xln,2xln,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2xln/2xln_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2xln/2xln_ligand.sdf
31,2oz2,2oz2,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2oz2/2oz2_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2oz2/2oz2_ligand.sdf
32,5ih9,5ih9,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ih9/5ih9_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ih9/5ih9_ligand.sdf
33,5u0w,5u0w,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5u0w/5u0w_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5u0w/5u0w_ligand.sdf
34,2ga2,2ga2,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2ga2/2ga2_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2ga2/2ga2_ligand.sdf
35,6eox,6eox,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6eox/6eox_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6eox/6eox_ligand.sdf
36,5ypp,5ypp,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ypp/5ypp_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ypp/5ypp_ligand.sdf
37,5z95,5z95,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5z95/5z95_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5z95/5z95_ligand.sdf
38,4a4l,4a4l,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4a4l/4a4l_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4a4l/4a4l_ligand.sdf
39,4efk,4efk,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4efk/4efk_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4efk/4efk_ligand.sdf
40,4us3,4us3,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4us3/4us3_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4us3/4us3_ligand.sdf
41,4alv,4alv,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4alv/4alv_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4alv/4alv_ligand.sdf
42,5he4,5he4,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5he4/5he4_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5he4/5he4_ligand.sdf
43,5jrq,5jrq,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5jrq/5jrq_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5jrq/5jrq_ligand.sdf
44,3k97,3k97,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3k97/3k97_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3k97/3k97_ligand.sdf
45,3cvk,3cvk,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3cvk/3cvk_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3cvk/3cvk_ligand.sdf
46,3qck,3qck,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3qck/3qck_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3qck/3qck_ligand.sdf
47,1uyi,1uyi,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1uyi/1uyi_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1uyi/1uyi_ligand.sdf
48,3oy0,3oy0,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3oy0/3oy0_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3oy0/3oy0_ligand.sdf
49,2w67,2w67,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2w67/2w67_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2w67/2w67_ligand.sdf
50,5ivz,5ivz,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ivz/5ivz_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ivz/5ivz_ligand.sdf
51,4c1y,4c1y,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4c1y/4c1y_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4c1y/4c1y_ligand.sdf
52,3rr4,3rr4,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3rr4/3rr4_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3rr4/3rr4_ligand.sdf
53,1mnc,1mnc,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1mnc/1mnc_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1mnc/1mnc_ligand.sdf
54,4gqr,4gqr,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4gqr/4gqr_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4gqr/4gqr_ligand.sdf
55,5ur1,5ur1,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ur1/5ur1_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ur1/5ur1_ligand.sdf
56,5qc4,5qc4,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5qc4/5qc4_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5qc4/5qc4_ligand.sdf
57,1apv,1apv,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1apv/1apv_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1apv/1apv_ligand.sdf
58,6cwh,6cwh,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6cwh/6cwh_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6cwh/6cwh_ligand.sdf
59,6qyp,6qyp,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6qyp/6qyp_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6qyp/6qyp_ligand.sdf
60,1o3f,1o3f,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1o3f/1o3f_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1o3f/1o3f_ligand.sdf
61,1szm,1szm,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1szm/1szm_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1szm/1szm_ligand.sdf
62,2xxy,2xxy,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2xxy/2xxy_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2xxy/2xxy_ligand.sdf
63,1hxw,1hxw,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1hxw/1hxw_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1hxw/1hxw_ligand.sdf
64,4dv8,4dv8,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4dv8/4dv8_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4dv8/4dv8_ligand.sdf
65,3hxb,3hxb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3hxb/3hxb_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3hxb/3hxb_ligand.sdf
66,4mvn,4mvn,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4mvn/4mvn_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4mvn/4mvn_ligand.sdf
67,3u3u,3u3u,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3u3u/3u3u_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3u3u/3u3u_ligand.sdf
68,4pax,4pax,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4pax/4pax_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4pax/4pax_ligand.sdf
69,5j8x,5j8x,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5j8x/5j8x_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5j8x/5j8x_ligand.sdf
70,1c5y,1c5y,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1c5y/1c5y_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1c5y/1c5y_ligand.sdf
71,5a14,5a14,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5a14/5a14_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5a14/5a14_ligand.sdf
72,5cas,5cas,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5cas/5cas_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5cas/5cas_ligand.sdf
73,5c7c,5c7c,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5c7c/5c7c_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5c7c/5c7c_ligand.sdf
74,4a9i,4a9i,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4a9i/4a9i_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4a9i/4a9i_ligand.sdf
75,5ukj,5ukj,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ukj/5ukj_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ukj/5ukj_ligand.sdf
76,4zuq,4zuq,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4zuq/4zuq_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4zuq/4zuq_ligand.sdf
77,3juo,3juo,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3juo/3juo_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3juo/3juo_ligand.sdf
78,6hke,6hke,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6hke/6hke_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6hke/6hke_ligand.sdf
79,6g9x,6g9x,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6g9x/6g9x_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6g9x/6g9x_ligand.sdf
80,2p33,2p33,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2p33/2p33_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2p33/2p33_ligand.sdf
81,5g60,5g60,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5g60/5g60_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5g60/5g60_ligand.sdf
82,4g0k,4g0k,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4g0k/4g0k_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4g0k/4g0k_ligand.sdf
83,6kdi,6kdi,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6kdi/6kdi_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6kdi/6kdi_ligand.sdf
84,2c4w,2c4w,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2c4w/2c4w_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2c4w/2c4w_ligand.sdf
85,1ru2,1ru2,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1ru2/1ru2_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1ru2/1ru2_ligand.sdf
86,4npv,4npv,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4npv/4npv_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4npv/4npv_ligand.sdf
87,4rxe,4rxe,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4rxe/4rxe_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4rxe/4rxe_ligand.sdf
88,3ck8,3ck8,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3ck8/3ck8_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3ck8/3ck8_ligand.sdf
89,5abw,5abw,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5abw/5abw_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5abw/5abw_ligand.sdf
90,4uco,4uco,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4uco/4uco_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4uco/4uco_ligand.sdf
91,6f6s,6f6s,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6f6s/6f6s_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6f6s/6f6s_ligand.sdf
92,4lq3,4lq3,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4lq3/4lq3_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4lq3/4lq3_ligand.sdf
93,6cnk,6cnk,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6cnk/6cnk_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6cnk/6cnk_ligand.sdf
94,3zmv,3zmv,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3zmv/3zmv_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3zmv/3zmv_ligand.sdf
95,1sqp,1sqp,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1sqp/1sqp_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1sqp/1sqp_ligand.sdf
96,5ory,5ory,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ory/5ory_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ory/5ory_ligand.sdf
97,6jad,6jad,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6jad/6jad_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6jad/6jad_ligand.sdf
98,6t1m,6t1m,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6t1m/6t1m_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6t1m/6t1m_ligand.sdf
99,2b1r,2b1r,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2b1r/2b1r_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2b1r/2b1r_ligand.sdf
100,1v2j,1v2j,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1v2j/1v2j_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1v2j/1v2j_ligand.sdf
101,4m5g,4m5g,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4m5g/4m5g_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4m5g/4m5g_ligand.sdf
102,5zma,5zma,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5zma/5zma_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5zma/5zma_ligand.sdf
103,4rh5,4rh5,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4rh5/4rh5_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4rh5/4rh5_ligand.sdf
104,3bh3,3bh3,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3bh3/3bh3_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3bh3/3bh3_ligand.sdf
105,6e3n,6e3n,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6e3n/6e3n_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6e3n/6e3n_ligand.sdf
106,1g4k,1g4k,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1g4k/1g4k_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1g4k/1g4k_ligand.sdf
107,5c5t,5c5t,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5c5t/5c5t_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5c5t/5c5t_ligand.sdf
108,5h08,5h08,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5h08/5h08_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5h08/5h08_ligand.sdf
109,5eh0,5eh0,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5eh0/5eh0_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5eh0/5eh0_ligand.sdf
110,5q0n,5q0n,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5q0n/5q0n_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5q0n/5q0n_ligand.sdf
111,1ntv,1ntv,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1ntv/1ntv_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1ntv/1ntv_ligand.sdf
112,5lp1,5lp1,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5lp1/5lp1_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5lp1/5lp1_ligand.sdf
113,3cyy,3cyy,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3cyy/3cyy_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3cyy/3cyy_ligand.sdf
114,5nhf,5nhf,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5nhf/5nhf_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5nhf/5nhf_ligand.sdf
115,3qfy,3qfy,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3qfy/3qfy_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3qfy/3qfy_ligand.sdf
116,2afw,2afw,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2afw/2afw_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2afw/2afw_ligand.sdf
117,2hnx,2hnx,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2hnx/2hnx_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2hnx/2hnx_ligand.sdf
118,3qts,3qts,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3qts/3qts_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3qts/3qts_ligand.sdf
119,2ovy,2ovy,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2ovy/2ovy_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2ovy/2ovy_ligand.sdf
120,1tkx,1tkx,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1tkx/1tkx_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1tkx/1tkx_ligand.sdf
121,6ic7,6ic7,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6ic7/6ic7_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6ic7/6ic7_ligand.sdf
122,4bg1,4bg1,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4bg1/4bg1_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4bg1/4bg1_ligand.sdf
123,6dvm,6dvm,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6dvm/6dvm_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6dvm/6dvm_ligand.sdf
124,4ran,4ran,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4ran/4ran_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4ran/4ran_ligand.sdf
125,2vwl,2vwl,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2vwl/2vwl_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2vwl/2vwl_ligand.sdf
126,4io2,4io2,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4io2/4io2_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4io2/4io2_ligand.sdf
127,5w5j,5w5j,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5w5j/5w5j_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5w5j/5w5j_ligand.sdf
128,1tyr,1tyr,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1tyr/1tyr_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1tyr/1tyr_ligand.sdf
129,2c9t,2c9t,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2c9t/2c9t_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2c9t/2c9t_ligand.sdf
130,5wmt,5wmt,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5wmt/5wmt_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5wmt/5wmt_ligand.sdf
