,sample_id,pdb_id,protein_path,ligand_path
51,4wyy,4wyy,/storage/ice1/7/3/awallace43/PDBBind_processed/4wyy/4wyy_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4wyy/4wyy_ligand.sdf
52,6f3b,6f3b,/storage/ice1/7/3/awallace43/PDBBind_processed/6f3b/6f3b_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6f3b/6f3b_ligand.sdf
53,2rl5,2rl5,/storage/ice1/7/3/awallace43/PDBBind_processed/2rl5/2rl5_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2rl5/2rl5_ligand.sdf
54,2uy4,2uy4,/storage/ice1/7/3/awallace43/PDBBind_processed/2uy4/2uy4_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2uy4/2uy4_ligand.sdf
55,3nuj,3nuj,/storage/ice1/7/3/awallace43/PDBBind_processed/3nuj/3nuj_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3nuj/3nuj_ligand.sdf
56,2gg9,2gg9,/storage/ice1/7/3/awallace43/PDBBind_processed/2gg9/2gg9_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2gg9/2gg9_ligand.sdf
57,5gs4,5gs4,/storage/ice1/7/3/awallace43/PDBBind_processed/5gs4/5gs4_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5gs4/5gs4_ligand.sdf
58,5npf,5npf,/storage/ice1/7/3/awallace43/PDBBind_processed/5npf/5npf_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5npf/5npf_ligand.sdf
59,1acj,1acj,/storage/ice1/7/3/awallace43/PDBBind_processed/1acj/1acj_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1acj/1acj_ligand.sdf
60,3vdc,3vdc,/storage/ice1/7/3/awallace43/PDBBind_processed/3vdc/3vdc_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3vdc/3vdc_ligand.sdf
61,3lok,3lok,/storage/ice1/7/3/awallace43/PDBBind_processed/3lok/3lok_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3lok/3lok_ligand.sdf
62,5u7o,5u7o,/storage/ice1/7/3/awallace43/PDBBind_processed/5u7o/5u7o_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5u7o/5u7o_ligand.sdf
63,4kba,4kba,/storage/ice1/7/3/awallace43/PDBBind_processed/4kba/4kba_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4kba/4kba_ligand.sdf
64,6om2,6om2,/storage/ice1/7/3/awallace43/PDBBind_processed/6om2/6om2_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6om2/6om2_ligand.sdf
65,4tpt,4tpt,/storage/ice1/7/3/awallace43/PDBBind_processed/4tpt/4tpt_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4tpt/4tpt_ligand.sdf
66,4qsx,4qsx,/storage/ice1/7/3/awallace43/PDBBind_processed/4qsx/4qsx_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4qsx/4qsx_ligand.sdf
67,4ynb,4ynb,/storage/ice1/7/3/awallace43/PDBBind_processed/4ynb/4ynb_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4ynb/4ynb_ligand.sdf
68,5t8e,5t8e,/storage/ice1/7/3/awallace43/PDBBind_processed/5t8e/5t8e_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5t8e/5t8e_ligand.sdf
69,4xv1,4xv1,/storage/ice1/7/3/awallace43/PDBBind_processed/4xv1/4xv1_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4xv1/4xv1_ligand.sdf
70,6au2,6au2,/storage/ice1/7/3/awallace43/PDBBind_processed/6au2/6au2_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6au2/6au2_ligand.sdf
71,5fun,5fun,/storage/ice1/7/3/awallace43/PDBBind_processed/5fun/5fun_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5fun/5fun_ligand.sdf
72,6b16,6b16,/storage/ice1/7/3/awallace43/PDBBind_processed/6b16/6b16_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6b16/6b16_ligand.sdf
73,2hxm,2hxm,/storage/ice1/7/3/awallace43/PDBBind_processed/2hxm/2hxm_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2hxm/2hxm_ligand.sdf
74,4zbf,4zbf,/storage/ice1/7/3/awallace43/PDBBind_processed/4zbf/4zbf_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4zbf/4zbf_ligand.sdf
75,4m5g,4m5g,/storage/ice1/7/3/awallace43/PDBBind_processed/4m5g/4m5g_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4m5g/4m5g_ligand.sdf
76,6p84,6p84,/storage/ice1/7/3/awallace43/PDBBind_processed/6p84/6p84_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6p84/6p84_ligand.sdf
77,2nsx,2nsx,/storage/ice1/7/3/awallace43/PDBBind_processed/2nsx/2nsx_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2nsx/2nsx_ligand.sdf
78,2j4k,2j4k,/storage/ice1/7/3/awallace43/PDBBind_processed/2j4k/2j4k_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2j4k/2j4k_ligand.sdf
79,4lxa,4lxa,/storage/ice1/7/3/awallace43/PDBBind_processed/4lxa/4lxa_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4lxa/4lxa_ligand.sdf
80,1y2a,1y2a,/storage/ice1/7/3/awallace43/PDBBind_processed/1y2a/1y2a_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1y2a/1y2a_ligand.sdf
81,6kzc,6kzc,/storage/ice1/7/3/awallace43/PDBBind_processed/6kzc/6kzc_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6kzc/6kzc_ligand.sdf
82,3uvk,3uvk,/storage/ice1/7/3/awallace43/PDBBind_processed/3uvk/3uvk_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3uvk/3uvk_ligand.sdf
83,2h6t,2h6t,/storage/ice1/7/3/awallace43/PDBBind_processed/2h6t/2h6t_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2h6t/2h6t_ligand.sdf
84,3b7j,3b7j,/storage/ice1/7/3/awallace43/PDBBind_processed/3b7j/3b7j_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3b7j/3b7j_ligand.sdf
85,3lp1,3lp1,/storage/ice1/7/3/awallace43/PDBBind_processed/3lp1/3lp1_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3lp1/3lp1_ligand.sdf
86,1orw,1orw,/storage/ice1/7/3/awallace43/PDBBind_processed/1orw/1orw_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1orw/1orw_ligand.sdf
87,2v2h,2v2h,/storage/ice1/7/3/awallace43/PDBBind_processed/2v2h/2v2h_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2v2h/2v2h_ligand.sdf
88,2xbx,2xbx,/storage/ice1/7/3/awallace43/PDBBind_processed/2xbx/2xbx_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2xbx/2xbx_ligand.sdf
89,5b4l,5b4l,/storage/ice1/7/3/awallace43/PDBBind_processed/5b4l/5b4l_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5b4l/5b4l_ligand.sdf
90,3tc5,3tc5,/storage/ice1/7/3/awallace43/PDBBind_processed/3tc5/3tc5_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3tc5/3tc5_ligand.sdf
91,4gs6,4gs6,/storage/ice1/7/3/awallace43/PDBBind_processed/4gs6/4gs6_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4gs6/4gs6_ligand.sdf
92,5fb0,5fb0,/storage/ice1/7/3/awallace43/PDBBind_processed/5fb0/5fb0_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5fb0/5fb0_ligand.sdf
93,3e1r,3e1r,/storage/ice1/7/3/awallace43/PDBBind_processed/3e1r/3e1r_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3e1r/3e1r_ligand.sdf
94,3l0n,3l0n,/storage/ice1/7/3/awallace43/PDBBind_processed/3l0n/3l0n_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3l0n/3l0n_ligand.sdf
95,1tu6,1tu6,/storage/ice1/7/3/awallace43/PDBBind_processed/1tu6/1tu6_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1tu6/1tu6_ligand.sdf
96,6ooy,6ooy,/storage/ice1/7/3/awallace43/PDBBind_processed/6ooy/6ooy_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6ooy/6ooy_ligand.sdf
97,4qwi,4qwi,/storage/ice1/7/3/awallace43/PDBBind_processed/4qwi/4qwi_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4qwi/4qwi_ligand.sdf
98,2p9a,2p9a,/storage/ice1/7/3/awallace43/PDBBind_processed/2p9a/2p9a_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2p9a/2p9a_ligand.sdf
99,3puk,3puk,/storage/ice1/7/3/awallace43/PDBBind_processed/3puk/3puk_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3puk/3puk_ligand.sdf
100,5d1j,5d1j,/storage/ice1/7/3/awallace43/PDBBind_processed/5d1j/5d1j_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5d1j/5d1j_ligand.sdf
101,6bln,6bln,/storage/ice1/7/3/awallace43/PDBBind_processed/6bln/6bln_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6bln/6bln_ligand.sdf
102,6nfo,6nfo,/storage/ice1/7/3/awallace43/PDBBind_processed/6nfo/6nfo_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6nfo/6nfo_ligand.sdf
103,3eky,3eky,/storage/ice1/7/3/awallace43/PDBBind_processed/3eky/3eky_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3eky/3eky_ligand.sdf
104,2jld,2jld,/storage/ice1/7/3/awallace43/PDBBind_processed/2jld/2jld_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2jld/2jld_ligand.sdf
105,2glm,2glm,/storage/ice1/7/3/awallace43/PDBBind_processed/2glm/2glm_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2glm/2glm_ligand.sdf
106,1k6t,1k6t,/storage/ice1/7/3/awallace43/PDBBind_processed/1k6t/1k6t_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1k6t/1k6t_ligand.sdf
107,4ynl,4ynl,/storage/ice1/7/3/awallace43/PDBBind_processed/4ynl/4ynl_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4ynl/4ynl_ligand.sdf
108,5ly3,5ly3,/storage/ice1/7/3/awallace43/PDBBind_processed/5ly3/5ly3_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5ly3/5ly3_ligand.sdf
109,4xcb,4xcb,/storage/ice1/7/3/awallace43/PDBBind_processed/4xcb/4xcb_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4xcb/4xcb_ligand.sdf
110,5kzp,5kzp,/storage/ice1/7/3/awallace43/PDBBind_processed/5kzp/5kzp_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5kzp/5kzp_ligand.sdf
111,1pi4,1pi4,/storage/ice1/7/3/awallace43/PDBBind_processed/1pi4/1pi4_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1pi4/1pi4_ligand.sdf
112,4d62,4d62,/storage/ice1/7/3/awallace43/PDBBind_processed/4d62/4d62_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4d62/4d62_ligand.sdf
113,4b8y,4b8y,/storage/ice1/7/3/awallace43/PDBBind_processed/4b8y/4b8y_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4b8y/4b8y_ligand.sdf
114,4f9u,4f9u,/storage/ice1/7/3/awallace43/PDBBind_processed/4f9u/4f9u_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4f9u/4f9u_ligand.sdf
115,2x8e,2x8e,/storage/ice1/7/3/awallace43/PDBBind_processed/2x8e/2x8e_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2x8e/2x8e_ligand.sdf
116,1g3m,1g3m,/storage/ice1/7/3/awallace43/PDBBind_processed/1g3m/1g3m_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1g3m/1g3m_ligand.sdf
117,3ske,3ske,/storage/ice1/7/3/awallace43/PDBBind_processed/3ske/3ske_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3ske/3ske_ligand.sdf
118,5ep7,5ep7,/storage/ice1/7/3/awallace43/PDBBind_processed/5ep7/5ep7_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5ep7/5ep7_ligand.sdf
119,4yb6,4yb6,/storage/ice1/7/3/awallace43/PDBBind_processed/4yb6/4yb6_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4yb6/4yb6_ligand.sdf
120,1n2v,1n2v,/storage/ice1/7/3/awallace43/PDBBind_processed/1n2v/1n2v_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1n2v/1n2v_ligand.sdf
121,2y71,2y71,/storage/ice1/7/3/awallace43/PDBBind_processed/2y71/2y71_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2y71/2y71_ligand.sdf
122,5tcy,5tcy,/storage/ice1/7/3/awallace43/PDBBind_processed/5tcy/5tcy_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5tcy/5tcy_ligand.sdf
123,1xp0,1xp0,/storage/ice1/7/3/awallace43/PDBBind_processed/1xp0/1xp0_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1xp0/1xp0_ligand.sdf
124,5a7j,5a7j,/storage/ice1/7/3/awallace43/PDBBind_processed/5a7j/5a7j_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5a7j/5a7j_ligand.sdf
125,2p95,2p95,/storage/ice1/7/3/awallace43/PDBBind_processed/2p95/2p95_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2p95/2p95_ligand.sdf
126,4gq4,4gq4,/storage/ice1/7/3/awallace43/PDBBind_processed/4gq4/4gq4_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4gq4/4gq4_ligand.sdf
127,5he7,5he7,/storage/ice1/7/3/awallace43/PDBBind_processed/5he7/5he7_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5he7/5he7_ligand.sdf
128,6guk,6guk,/storage/ice1/7/3/awallace43/PDBBind_processed/6guk/6guk_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6guk/6guk_ligand.sdf
129,4yx4,4yx4,/storage/ice1/7/3/awallace43/PDBBind_processed/4yx4/4yx4_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4yx4/4yx4_ligand.sdf
130,5o3q,5o3q,/storage/ice1/7/3/awallace43/PDBBind_processed/5o3q/5o3q_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5o3q/5o3q_ligand.sdf
131,2lkk,2lkk,/storage/ice1/7/3/awallace43/PDBBind_processed/2lkk/2lkk_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2lkk/2lkk_ligand.sdf
132,4rx8,4rx8,/storage/ice1/7/3/awallace43/PDBBind_processed/4rx8/4rx8_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4rx8/4rx8_ligand.sdf
133,2zft,2zft,/storage/ice1/7/3/awallace43/PDBBind_processed/2zft/2zft_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2zft/2zft_ligand.sdf
134,6skd,6skd,/storage/ice1/7/3/awallace43/PDBBind_processed/6skd/6skd_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6skd/6skd_ligand.sdf
135,1v79,1v79,/storage/ice1/7/3/awallace43/PDBBind_processed/1v79/1v79_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1v79/1v79_ligand.sdf
136,5yjb,5yjb,/storage/ice1/7/3/awallace43/PDBBind_processed/5yjb/5yjb_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5yjb/5yjb_ligand.sdf
137,4kjv,4kjv,/storage/ice1/7/3/awallace43/PDBBind_processed/4kjv/4kjv_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4kjv/4kjv_ligand.sdf
138,4bdj,4bdj,/storage/ice1/7/3/awallace43/PDBBind_processed/4bdj/4bdj_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4bdj/4bdj_ligand.sdf
